rho,p_thin
0.1,0.0
1.0,0.05
1.5,0.1
2.0,0.15000000000000002
5.0,0.2
10.0,0.25
25.0,0.30000000000000004
50.0,0.35000000000000003
,0.4
,0.45
,0.5
,0.55
,0.6000000000000001
,0.65
,0.7000000000000001
,0.75
,0.8
,0.8500000000000001
,0.9
,0.9500000000000001
